"Age","AvgG","Chdn","ExEd","CR","Sex","SecE","AvgE","FinalE"
25,8.9609,1,1,"0","1","0",2.82,"Pass"
20,7.3845,0,1,"0","0","0",2.624,"Pass"
33,5.6766,3,0,"0","0","0",1.833,"Fail"
27,7.3304,1,1,"0","1","0",2.593,"Pass"
32,9.2777,1,2,"1","1","0",2.85,"Pass"
26,8.1807,1,2,"0","0","0",3.303,"Pass"
22,7.8252,0,1,"0","0","1",3.041,"Pass"
26,5.331,0,0,"0","0","0",1.581,"Fail"
26,7.5762,1,2,"0","1","0",2.753,"Pass"
23,5.0083,0,0,"0","0","0",1.568,"Fail"
28,7.7419,1,1,"0","1","1",2.878,"Pass"
22,8.3965,0,1,"0","0","0",3.735,"Pass"
21,8.1283,0,0,"0","0","0",3.198,"Pass"
28,5.2054,1,0,"0","0","0",1.634,"Fail"
27,6.9289,1,1,"0","1","0",2.251,"Pass"
28,4.7234,0,1,"0","0","1",1.459,"Fail"
42,8.2457,4,1,"0","0","0",3.467,"Pass"
32,7.5457,1,3,"0","0","0",2.874,"Pass"
20,5.5968,0,0,"0","1","1",1.704,"Fail"
27,6.4262,1,0,"0","1","0",2.12,"Pass"
21,6.3445,0,0,"0","0","1",2.036,"Pass"
21,5.0935,0,0,"0","0","0",1.496,"Fail"
24,9.0159,0,1,"0","0","0",4.419,"Pass"
22,6.5923,0,3,"0","1","0",2.125,"Pass"
23,7.5538,0,0,"0","0","0",2.777,"Pass"
30,6.0718,1,1,"0","0","0",1.953,"Fail"
22,8.6034,0,0,"0","1","0",3.014,"Pass"
21,7.3725,0,0,"0","0","0",2.732,"Pass"
22,7.4272,0,1,"0","0","0",2.633,"Pass"
22,7.1056,0,1,"0","1","0",2.392,"Pass"
30,8.7218,1,3,"0","0","0",4.032,"Pass"
21,6.4954,0,0,"0","1","0",2.149,"Pass"
22,6.2544,0,1,"1","0","0",2.017,"Pass"
24,8.7525,0,1,"0","0","0",4.128,"Pass"
23,8.3149,0,1,"0","0","0",3.386,"Pass"
26,8.321,0,3,"0","0","0",3.626,"Pass"
25,7.0231,0,1,"0","0","0",2.579,"Pass"
23,8.2248,0,1,"0","0","0",3.24,"Pass"
31,6.2865,1,0,"0","0","0",2.094,"Pass"
19,5.0607,0,0,"0","0","0",1.503,"Fail"
20,7.3864,0,0,"0","0","0",3.708,"Pass"
22,6.4107,0,0,"0","0","0",2.043,"Pass"
27,6.5959,0,0,"0","0","0",2.248,"Pass"
21,8.1922,0,1,"0","0","0",3.295,"Pass"
35,9.0352,3,1,"0","0","1",2.956,"Pass"
24,6.8461,0,0,"0","0","0",2.418,"Pass"
23,6.1674,0,0,"0","1","0",2.099,"Pass"
21,7.5759,0,2,"0","1","1",2.768,"Pass"
22,7.1017,0,1,"0","0","0",2.422,"Pass"
29,7.5512,1,1,"0","0","0",2.891,"Pass"
21,8.6581,0,0,"0","1","0",3.028,"Pass"
27,7.4405,0,0,"0","0","0",2.698,"Pass"
21,7.3751,0,1,"1","0","0",2.658,"Pass"
30,6.7946,1,1,"0","0","0",2.326,"Pass"
34,8.1595,2,1,"0","1","0",2.748,"Pass"
28,6.2559,0,2,"0","0","0",1.998,"Fail"
26,6.9828,0,1,"0","0","0",2.476,"Pass"
28,8.6298,1,2,"0","1","0",2.842,"Pass"
26,5.3153,1,0,"0","0","1",1.649,"Fail"
23,5.0719,0,0,"1","0","0",1.44,"Fail"
21,7.1647,0,2,"0","1","0",2.516,"Pass"
34,9.6082,3,3,"0","0","1",3.004,"Pass"
24,4.329,0,2,"0","1","0",1.412,"Fail"
35,8.7139,2,4,"0","0","0",3.089,"Pass"
21,5.4685,0,0,"0","0","0",1.611,"Fail"
27,7.9307,0,2,"0","1","0",2.652,"Pass"
29,8.2072,1,0,"0","0","0",3.513,"Pass"
35,6.541,2,2,"0","0","0",2.1,"Pass"
19,7.5993,0,0,"0","1","0",2.685,"Pass"
27,7.5607,0,1,"0","0","1",2.726,"Pass"
21,6.1699,0,0,"0","0","0",1.934,"Fail"
21,8.5931,0,2,"0","0","0",3.711,"Pass"
25,7.9062,0,1,"0","1","1",2.811,"Pass"
23,8.8114,0,2,"0","0","0",4.216,"Pass"
24,4.5872,0,0,"0","0","0",1.463,"Fail"
34,7.7555,2,1,"1","0","0",2.716,"Pass"
33,8.3019,3,4,"0","1","0",3.034,"Pass"
22,7.9459,0,1,"0","0","0",3.11,"Pass"
26,9.4054,0,1,"0","0","0",4.538,"Pass"
22,9.3737,0,1,"0","0","0",4.562,"Pass"
30,6.6985,3,2,"0","0","0",2.357,"Pass"
21,6.9882,0,1,"1","0","0",2.475,"Pass"
19,6.3189,0,0,"0","0","0",1.967,"Fail"
22,7.7716,0,1,"0","1","0",2.731,"Pass"
33,6.6244,2,0,"0","1","0",2.187,"Pass"
26,7.7312,0,2,"0","0","0",2.895,"Pass"
24,7.4873,0,2,"0","0","0",2.779,"Pass"
20,6.4966,0,0,"0","0","0",2.202,"Pass"
31,5.9384,2,0,"0","1","0",1.911,"Fail"
19,6.5556,0,0,"0","1","0",2.191,"Pass"
24,8.5309,0,1,"0","0","0",3.887,"Pass"
24,8.5696,0,1,"0","0","0",3.822,"Pass"
23,8.6687,0,2,"0","0","0",4.06,"Pass"
21,6.6685,0,1,"0","0","0",2.161,"Pass"
24,5.474,0,1,"0","0","0",1.753,"Fail"
26,5.3089,1,0,"0","0","0",1.639,"Fail"
19,4.8057,0,0,"1","0","0",1.553,"Fail"
41,6.702,4,0,"0","0","0",2.349,"Pass"
29,8.1354,1,1,"0","0","0",3.17,"Pass"
37,5.8052,2,1,"0","0","0",1.824,"Fail"
24,8.8922,0,2,"0","0","0",4.357,"Pass"
20,5.9459,0,0,"0","1","0",1.979,"Fail"
28,6.6529,1,0,"0","0","0",2.169,"Pass"
22,8.7919,0,1,"0","0","0",4.17,"Pass"
26,6.3666,0,0,"0","0","1",2.145,"Pass"
25,7.2932,1,1,"0","0","0",2.724,"Pass"
29,7.7945,1,1,"0","0","0",2.953,"Pass"
25,8.0635,0,2,"0","0","0",3.181,"Pass"
22,8.3916,0,0,"0","0","1",3.666,"Pass"
22,8.9628,0,3,"0","0","0",4.478,"Pass"
20,6.1573,0,0,"0","0","0",1.992,"Fail"
28,6.1857,1,0,"1","0","0",1.928,"Fail"
22,6.5275,0,1,"0","1","0",2.205,"Pass"
33,5.3184,1,0,"0","0","0",1.69,"Fail"
38,7.6196,2,0,"0","0","0",2.841,"Pass"
27,7.604,0,1,"0","0","0",2.993,"Pass"
24,5.9993,0,0,"0","0","0",1.906,"Fail"
29,7.7321,1,0,"0","1","0",2.795,"Pass"
27,6.6869,0,1,"0","0","0",2.222,"Pass"
20,7.6642,0,1,"0","0","0",2.961,"Pass"
28,9.2298,0,1,"0","0","1",4.778,"Pass"
34,8.5102,2,3,"0","0","0",2.941,"Pass"
21,5.9466,0,0,"0","0","0",1.841,"Fail"
21,7.5764,0,1,"1","0","0",2.823,"Pass"
22,6.4105,0,1,"0","0","0",2.121,"Pass"
27,6.5565,0,0,"0","0","1",2.133,"Pass"
27,5.0197,0,0,"0","0","0",1.468,"Fail"
25,8.5249,0,1,"0","1","0",2.863,"Pass"
20,6.7633,0,0,"0","0","0",2.352,"Pass"
20,6.4571,0,0,"0","0","0",2.152,"Pass"
21,8.6064,0,2,"0","0","0",3.732,"Pass"
31,5.5302,1,0,"0","0","0",1.669,"Fail"
28,6.7381,1,0,"1","1","0",2.216,"Pass"
26,5.9875,1,2,"0","0","1",1.867,"Fail"
23,7.208,0,1,"0","1","0",2.596,"Pass"
26,7.6146,0,0,"0","0","0",2.985,"Pass"
21,6.6129,0,1,"0","0","0",2.241,"Pass"
31,7.9491,1,1,"0","1","0",2.825,"Pass"
26,8.7552,0,1,"0","0","0",4.075,"Pass"
24,7.6588,0,0,"0","0","0",2.725,"Pass"
31,6.7019,2,0,"0","1","1",2.176,"Pass"
23,7.0005,0,0,"0","0","0",2.353,"Pass"
26,8.1165,0,3,"0","0","0",3.189,"Pass"
25,7.8709,0,1,"0","0","0",3.186,"Pass"
31,6.1343,1,1,"0","0","0",2.044,"Pass"
21,7.5998,0,1,"0","0","0",2.676,"Pass"
32,5.8667,1,1,"0","0","0",1.892,"Fail"
39,8.5852,2,0,"0","0","0",3.153,"Pass"
29,8.216,1,2,"0","0","0",3.489,"Pass"
22,8.2587,0,1,"0","0","1",3.27,"Pass"
20,7.4929,0,0,"0","0","0",2.709,"Pass"
20,6.1701,0,0,"0","1","0",2.171,"Pass"
26,7.7361,0,1,"0","0","0",3.008,"Pass"
22,7.6126,0,3,"0","0","0",2.799,"Pass"
26,6.0137,0,0,"0","0","0",1.872,"Fail"
21,6.3781,0,0,"0","1","0",2.141,"Pass"
29,6.1249,2,1,"0","0","0",2.013,"Pass"
28,5.8917,1,0,"0","1","0",2.186,"Pass"
36,9.8128,1,1,"0","0","0",3.956,"Pass"
24,7.63,0,0,"0","1","0",2.705,"Pass"
21,8.9626,0,2,"0","0","0",4.523,"Pass"
38,8.2821,3,1,"0","0","0",2.941,"Pass"
25,6.8526,0,1,"0","0","0",2.349,"Pass"
22,9.1429,0,2,"0","1","0",2.984,"Pass"
23,5.293,0,0,"0","0","0",1.667,"Fail"
33,7.2199,1,4,"0","1","0",2.484,"Pass"
20,9.5902,0,1,"0","0","1",4.672,"Pass"
31,5.6512,1,1,"0","0","0",1.728,"Fail"
33,6.2552,1,0,"0","0","0",2.046,"Pass"
23,6.544,0,1,"0","0","0",2.122,"Pass"
22,5.6505,0,0,"0","0","0",1.673,"Fail"
32,6.9095,2,0,"0","1","0",2.263,"Pass"
21,8.1205,0,2,"0","0","0",3.339,"Pass"
25,8.2891,0,3,"0","0","0",3.281,"Pass"
24,7.1325,0,1,"0","0","0",2.465,"Pass"
22,7.0025,0,0,"0","0","1",2.555,"Pass"
36,6.9661,1,0,"0","1","0",2.464,"Pass"
31,9.454,2,1,"0","0","1",3.06,"Pass"
21,5.9447,0,0,"0","0","0",1.899,"Fail"
25,7.7159,1,1,"0","0","0",2.828,"Pass"
29,6.1142,1,0,"0","0","0",1.89,"Fail"
24,7.5402,1,1,"0","0","0",2.664,"Pass"
29,6.9133,1,1,"0","1","0",2.301,"Pass"
22,9.4568,0,1,"1","0","0",2.992,"Pass"
23,9.569,0,2,"0","0","0",4.705,"Pass"
23,6.3445,0,0,"0","0","0",1.967,"Fail"
22,6.9291,0,2,"0","1","0",2.402,"Pass"
27,6.545,1,0,"0","0","0",2.277,"Pass"
36,8.8827,2,1,"0","0","0",3.178,"Pass"
23,6.1033,0,0,"0","0","1",1.982,"Fail"
19,7.4056,0,0,"0","0","0",2.622,"Pass"
24,7.1283,0,1,"0","0","0",2.414,"Pass"
27,9.8029,0,2,"0","0","0",4.51,"Pass"
32,7.3994,3,1,"0","1","1",2.428,"Pass"
20,6.7885,0,0,"0","0","1",2.428,"Pass"
24,8.1256,0,2,"0","0","0",3.179,"Pass"
28,5.4955,0,0,"0","0","1",1.697,"Fail"
24,4.6677,0,0,"0","1","0",1.481,"Fail"
33,7.1582,1,2,"0","0","0",2.644,"Pass"
32,6.5959,1,1,"0","0","0",2.15,"Pass"
27,7.3345,1,1,"0","0","0",2.665,"Pass"
22,6.142,0,1,"0","0","0",2.004,"Pass"
23,9.4592,0,1,"0","0","0",4.695,"Pass"
22,8.4662,0,0,"0","0","0",3.549,"Pass"
30,7.8767,0,0,"0","0","0",3.18,"Pass"
31,7.3989,2,3,"0","0","0",2.589,"Pass"
27,6.6621,0,0,"0","0","0",2.155,"Pass"
34,7.0552,2,0,"0","0","0",2.468,"Pass"
23,7.1549,0,0,"0","0","0",2.615,"Pass"
20,8.0597,0,0,"0","0","0",3.107,"Pass"
25,6.2118,0,1,"0","0","0",2.024,"Pass"
29,8.0484,1,0,"0","0","0",3.316,"Pass"
26,6.3415,0,0,"0","0","1",2.056,"Pass"
24,6.4388,0,2,"0","0","0",2.132,"Pass"
27,8.5628,0,1,"0","0","0",3.731,"Pass"
22,6.9741,0,0,"0","1","0",2.447,"Pass"
27,7.1703,0,3,"0","0","0",2.426,"Pass"
19,6.7854,0,0,"0","0","0",2.343,"Pass"
23,7.585,0,1,"1","0","0",2.676,"Pass"
28,8.4657,1,0,"0","0","0",3.69,"Pass"
28,5.6134,0,0,"0","0","0",1.636,"Fail"
22,7.251,0,1,"0","0","0",2.69,"Pass"
39,8.3187,2,2,"0","0","0",3.136,"Pass"
20,6.1373,0,0,"0","0","1",1.986,"Fail"
38,6.6324,2,3,"0","0","0",2.178,"Pass"
24,7.7032,0,2,"0","0","0",2.911,"Pass"
22,8.3403,0,1,"0","1","0",2.945,"Pass"
20,5.8423,0,0,"0","1","0",1.848,"Fail"
20,7.9155,0,0,"0","0","1",3.088,"Pass"
26,8.4419,0,1,"0","0","0",3.581,"Pass"
26,8.2168,1,2,"0","0","0",3.356,"Pass"
37,6.4557,2,1,"0","0","0",2.187,"Pass"
24,7.4681,0,1,"0","0","0",2.719,"Pass"
23,7.4794,0,1,"0","0","0",2.648,"Pass"
36,8.5542,4,0,"0","0","0",3.338,"Pass"
27,4.9183,0,0,"0","0","1",1.574,"Fail"
24,8.7421,0,1,"0","0","0",3.945,"Pass"
20,6.1828,0,1,"0","1","0",2.327,"Pass"
21,7.3074,0,1,"0","0","0",2.508,"Pass"
26,7.6099,1,2,"0","0","0",2.987,"Pass"
24,7.7587,1,0,"0","0","0",2.981,"Pass"
28,7.0218,1,0,"0","0","0",2.568,"Pass"
25,6.8058,0,0,"0","0","0",2.247,"Pass"
23,8.6849,0,3,"0","0","0",4.103,"Pass"
20,8.3929,0,0,"0","0","0",3.707,"Pass"
33,5.7358,1,1,"0","0","0",1.762,"Fail"
22,7.1529,0,1,"0","0","0",2.554,"Pass"
24,7.923,1,1,"0","0","0",3.226,"Pass"
24,8.1422,0,2,"0","0","0",3.311,"Pass"
20,7.1504,0,1,"0","1","1",2.561,"Pass"
25,7.5464,0,2,"0","0","1",2.648,"Pass"
27,6.998,1,2,"0","1","0",2.281,"Pass"
27,6.4082,0,0,"0","1","0",1.996,"Fail"
26,8.3569,1,0,"0","0","0",3.397,"Pass"
25,7.0481,1,0,"0","0","0",2.414,"Pass"
30,8.1733,1,0,"0","0","0",3.437,"Pass"
19,5.7871,0,0,"0","1","1",1.737,"Fail"
29,7.6653,1,1,"0","1","0",2.849,"Pass"
21,7.3616,0,0,"0","0","0",2.723,"Pass"
28,7.0687,0,1,"1","0","0",2.365,"Pass"
26,5.5893,0,0,"0","0","1",1.64,"Fail"
22,4.5105,0,0,"0","0","0",1.411,"Fail"
23,7.9921,0,0,"0","0","0",3.025,"Pass"
20,5.731,0,0,"0","0","0",1.743,"Fail"
29,6.7537,0,0,"0","0","0",2.339,"Pass"
21,6.6866,0,0,"0","0","0",2.29,"Pass"
25,7.3912,1,0,"0","0","0",2.611,"Pass"
26,7.6027,1,2,"0","0","0",2.92,"Pass"
22,7.7955,0,0,"0","0","0",3.136,"Pass"
27,6.6886,1,0,"0","0","0",2.161,"Pass"
22,8.2721,0,1,"0","0","1",3.441,"Pass"
21,5.9912,0,0,"0","0","0",1.895,"Fail"
31,7.4309,1,1,"0","0","1",2.809,"Pass"
19,5.8227,0,0,"0","0","0",1.732,"Fail"
34,6.466,2,2,"0","0","0",2.195,"Pass"
28,7.4617,1,1,"0","0","0",2.67,"Pass"
22,5.6672,0,0,"0","1","0",1.794,"Fail"
28,6.638,1,1,"0","0","0",2.201,"Pass"
37,8.0093,2,2,"0","0","1",2.966,"Pass"
27,6.1408,1,0,"0","1","0",2.215,"Pass"
27,7.522,1,0,"0","0","0",2.834,"Pass"
21,6.6283,0,0,"0","1","0",2.122,"Pass"
27,6.1655,1,1,"0","1","0",2.08,"Pass"
24,7.4745,0,1,"0","0","0",2.89,"Pass"
25,7.2152,0,1,"0","0","1",2.632,"Pass"
23,8.8055,0,3,"0","0","0",4.187,"Pass"
23,6.0107,0,1,"0","0","0",1.936,"Fail"
28,6.5372,1,0,"0","0","0",2.218,"Pass"
27,8.1429,0,2,"0","0","0",3.439,"Pass"
25,8.026,1,2,"0","1","0",2.752,"Pass"
31,6.6043,2,0,"0","0","0",2.194,"Pass"
24,5.9993,0,1,"0","0","0",1.934,"Fail"
28,8.0044,0,2,"0","0","0",3.016,"Pass"
26,7.6323,0,0,"0","0","0",2.789,"Pass"
19,9.4832,0,4,"1","0","0",4.762,"Pass"
32,5.323,1,0,"0","0","0",1.549,"Fail"
22,7.754,0,0,"0","1","0",2.882,"Pass"
26,7.3367,0,1,"1","0","1",2.542,"Pass"
25,6.5958,1,0,"0","0","1",2.107,"Pass"
36,6.4224,3,0,"0","1","0",2.197,"Pass"
28,5.8344,0,0,"0","0","0",1.72,"Fail"
20,6.0972,0,0,"0","0","0",1.969,"Fail"
23,8.2097,0,1,"0","0","0",3.256,"Pass"
20,7.4855,0,1,"0","0","1",2.813,"Pass"
34,8.3144,0,3,"0","0","0",3.482,"Pass"
29,8.4642,0,2,"0","0","0",3.69,"Pass"
28,9.203,1,2,"0","0","1",4.158,"Pass"
30,7.5191,1,0,"0","0","0",2.911,"Pass"
24,8.6589,0,2,"1","0","0",3.056,"Pass"
25,7.3487,0,0,"0","0","0",2.67,"Pass"
22,6.6606,0,0,"0","0","0",2.212,"Pass"
25,6.8706,0,0,"0","0","1",2.418,"Pass"
23,6.1101,0,0,"0","0","0",1.932,"Fail"
27,7.2703,1,0,"0","1","0",2.554,"Pass"
27,8.0183,0,0,"1","0","0",2.746,"Pass"
21,6.2617,0,0,"0","0","0",1.987,"Fail"
21,7.9242,0,1,"0","1","0",2.658,"Pass"
23,4.2889,0,0,"0","1","0",1.352,"Fail"
35,6.5684,1,0,"0","0","0",2.243,"Pass"
35,8.9706,3,0,"0","1","0",3.017,"Pass"
22,5.7863,0,0,"0","0","1",1.78,"Fail"
29,7.1413,1,2,"0","0","1",2.568,"Pass"
29,6.3778,1,1,"0","0","0",2.075,"Pass"
26,8.2255,0,2,"0","0","0",3.407,"Pass"
20,7.1465,0,0,"0","1","0",2.573,"Pass"
25,7.6598,0,1,"0","0","0",2.902,"Pass"
23,6.5325,0,1,"0","0","1",2.118,"Pass"
26,4.8164,0,1,"0","1","0",1.488,"Fail"
20,7.1957,0,0,"0","0","1",2.552,"Pass"
32,6.7948,2,0,"0","1","1",2.288,"Pass"
25,7.0679,0,1,"0","0","0",2.423,"Pass"
27,7.778,0,0,"0","0","0",3.107,"Pass"
30,5.9032,1,1,"0","0","0",1.798,"Fail"
36,7.3058,1,3,"0","0","0",2.704,"Pass"
22,9.2677,0,2,"0","0","0",4.773,"Pass"
33,6.6916,1,0,"0","0","0",2.373,"Pass"
23,8.2011,0,2,"0","0","0",3.237,"Pass"
27,6.4955,0,0,"0","1","0",2.191,"Pass"
21,4.8634,0,0,"0","1","0",1.502,"Fail"
25,6.953,1,0,"0","0","0",2.385,"Pass"
31,6.1017,4,0,"0","0","0",1.858,"Fail"
24,8.1823,0,2,"0","1","0",2.799,"Pass"
31,7.206,1,3,"0","0","0",2.635,"Pass"
23,5.2504,0,0,"0","0","0",1.551,"Fail"
34,9.2516,1,2,"0","0","0",4.157,"Pass"
31,7.6293,1,1,"0","0","1",2.946,"Pass"
21,8.7254,0,2,"0","0","0",3.972,"Pass"
24,7.4939,0,2,"0","0","0",2.71,"Pass"
26,7.4245,1,2,"0","0","0",2.736,"Pass"
26,8.4661,0,2,"1","0","0",3.031,"Pass"
24,9.044,0,1,"1","1","1",3.129,"Pass"
23,7.1641,0,1,"0","0","0",2.54,"Pass"
27,7.3325,1,0,"0","1","0",2.522,"Pass"
26,7.6219,0,1,"0","1","0",2.699,"Pass"
23,5.7646,0,0,"1","0","0",1.777,"Fail"
35,9.3512,4,1,"0","1","1",2.989,"Pass"
22,7.1522,0,0,"0","0","0",2.466,"Pass"
30,7.6182,1,0,"0","0","0",2.855,"Pass"
24,6.6431,0,1,"0","0","0",2.294,"Pass"
26,7.0909,1,1,"0","1","0",2.367,"Pass"
28,6.5413,0,0,"0","1","0",2.211,"Pass"
29,6.0581,1,0,"0","0","0",1.933,"Fail"
22,7.9545,0,2,"0","0","0",3.258,"Pass"
23,6.5466,0,0,"0","0","0",2.27,"Pass"
27,5.3665,1,0,"0","0","0",1.54,"Fail"
22,6.2464,0,0,"0","0","0",1.981,"Fail"
23,6.1704,0,1,"0","0","0",1.951,"Fail"
27,6.7125,0,1,"0","0","0",2.3,"Pass"
38,7.7987,2,0,"0","0","1",2.716,"Pass"
25,7.4502,0,1,"0","0","0",2.753,"Pass"
27,5.9298,1,0,"0","1","0",1.936,"Fail"
39,7.269,5,0,"0","0","0",2.561,"Pass"
27,7.7597,0,0,"0","0","0",2.884,"Pass"
28,6.6552,0,0,"1","0","0",2.213,"Pass"
21,8.5633,0,1,"0","0","0",3.784,"Pass"
31,8.2208,0,0,"0","0","1",3.31,"Pass"
24,8.9161,0,1,"0","1","0",3.113,"Pass"
39,8.8696,4,3,"0","0","0",3.473,"Pass"
19,7.5692,0,0,"0","0","0",2.878,"Pass"
19,5.6354,0,0,"0","1","0",1.759,"Fail"
27,7.3543,1,0,"0","0","0",2.772,"Pass"
41,5.6833,4,0,"0","0","0",1.786,"Fail"
19,8.2572,0,0,"0","0","0",3.404,"Pass"
26,5.7765,0,1,"0","0","1",3.701,"Pass"
32,8.1312,2,1,"0","0","0",3.032,"Pass"
34,6.8001,2,0,"0","1","0",2.314,"Pass"
31,7.7189,2,1,"0","1","0",2.841,"Pass"
23,6.8224,0,1,"0","1","0",2.411,"Pass"
24,8.813,0,1,"0","0","0",4.312,"Pass"
23,4.921,0,1,"0","0","0",1.474,"Fail"
24,6.8668,0,0,"0","0","0",2.423,"Pass"
32,7.3156,2,1,"0","0","1",2.671,"Pass"
20,7.6273,0,0,"0","0","0",3.001,"Pass"
25,5.0138,0,0,"0","0","0",1.545,"Fail"
30,6.64,1,0,"0","0","0",2.188,"Pass"
22,7.6777,0,1,"0","0","0",2.817,"Pass"
21,7.2137,0,0,"0","1","0",2.623,"Pass"
29,6.2022,2,2,"0","0","0",1.983,"Fail"
28,7.6801,1,0,"0","0","0",2.927,"Pass"
26,8.7668,0,0,"0","0","0",3.959,"Pass"
25,6.6204,1,2,"0","0","0",2.14,"Pass"
26,6.2763,1,0,"0","1","0",2.094,"Pass"
24,7.62,0,0,"0","0","0",2.961,"Pass"
35,6.6472,3,0,"0","1","1",2.126,"Pass"
29,7.5457,2,1,"0","0","0",2.868,"Pass"
24,8.38,0,0,"0","1","0",2.943,"Pass"
21,6.9337,0,0,"0","0","0",2.427,"Pass"
37,6.1012,2,0,"0","0","0",1.933,"Fail"
38,7.1056,4,1,"0","0","0",2.608,"Pass"
30,6.9849,1,1,"0","1","0",2.351,"Pass"
29,5.8039,0,0,"0","0","1",1.725,"Fail"
32,7.7933,2,0,"0","1","1",2.855,"Pass"
30,7.1608,2,1,"0","0","0",2.595,"Pass"
27,6.8104,1,1,"0","0","0",2.353,"Pass"
25,8.9439,0,2,"0","1","0",2.974,"Pass"
25,7.8544,0,1,"0","0","0",2.979,"Pass"
37,7.4379,2,1,"0","0","0",2.812,"Pass"
23,5.4748,0,0,"0","0","0",1.718,"Fail"
21,6.9519,0,1,"0","0","0",2.418,"Pass"
28,6.9174,1,0,"0","0","0",2.435,"Pass"
26,8.185,0,1,"0","0","0",3.389,"Pass"
21,6.748,0,1,"0","1","0",2.362,"Pass"
31,5.7281,1,1,"0","1","1",1.778,"Fail"
21,7.9929,0,0,"0","0","0",3.117,"Pass"
32,7.6067,1,2,"0","0","0",2.943,"Pass"
27,5.7903,1,1,"0","0","0",1.837,"Fail"
19,6.7287,0,0,"0","0","0",2.225,"Pass"
20,6.7802,0,1,"0","0","0",2.396,"Pass"
30,7.3936,2,1,"0","0","0",2.72,"Pass"
37,5.7571,1,0,"0","0","0",1.743,"Fail"
40,6.4012,3,1,"0","0","0",2.131,"Pass"
23,7.8726,0,0,"0","0","0",3.08,"Pass"
20,5.8175,0,0,"0","0","0",1.818,"Fail"
21,9.2142,0,1,"0","1","0",4.754,"Pass"
27,8.621,1,2,"0","0","0",3.718,"Pass"
32,7.9946,2,2,"0","0","1",2.997,"Pass"
21,8.7607,0,1,"0","0","0",4.028,"Pass"
27,5.7351,0,1,"0","0","0",1.738,"Fail"
20,6.5973,0,1,"0","1","0",2.151,"Pass"
26,6.5195,1,1,"0","0","0",2.075,"Pass"
25,8.0688,0,2,"0","0","0",3.153,"Pass"
26,7.9149,0,1,"0","0","0",3.167,"Pass"
21,5.5335,0,0,"0","0","0",1.657,"Fail"
31,8.6505,1,3,"0","0","1",3.779,"Pass"
24,6.3235,0,0,"0","0","0",2.092,"Pass"
32,7.6988,1,1,"0","0","0",3.027,"Pass"
25,7.1825,0,0,"0","0","0",2.57,"Pass"
23,8.3275,0,1,"0","0","0",3.555,"Pass"
21,4.0118,0,0,"0","0","0",1.415,"Fail"
27,8.7894,1,2,"0","1","0",2.847,"Pass"
28,7.3431,1,0,"0","0","0",2.599,"Pass"
22,6.1848,0,0,"0","0","0",1.92,"Fail"
30,9.6912,2,2,"0","0","0",3.112,"Pass"
23,8.9256,0,1,"0","0","0",4.433,"Pass"
37,7.2569,2,1,"0","0","0",2.477,"Pass"
24,8.018,0,1,"0","0","0",3.078,"Pass"
19,6.1538,0,0,"0","0","0",1.965,"Fail"
27,6.6148,0,1,"0","0","0",2.276,"Pass"
28,7.7551,1,0,"0","0","0",3.06,"Pass"
25,7.0228,1,0,"0","1","0",2.526,"Pass"
23,5.9972,0,1,"0","0","1",1.815,"Fail"
22,7.4312,0,1,"0","0","0",2.833,"Pass"
27,6.3915,1,2,"0","1","0",2.044,"Pass"
23,6.7743,0,0,"0","0","0",2.378,"Pass"
24,4.7141,0,0,"0","0","0",1.381,"Fail"
31,5.7338,2,0,"0","1","0",1.82,"Fail"
24,6.577,0,2,"0","0","0",2.207,"Pass"
22,8.3767,0,1,"0","0","0",3.614,"Pass"
29,8.0654,1,1,"0","1","0",2.86,"Pass"
22,7.2192,0,2,"1","0","0",2.623,"Pass"
20,6.2589,0,0,"0","0","0",1.974,"Fail"
22,6.5634,0,0,"0","0","1",2.231,"Pass"
28,7.9792,0,2,"0","0","0",3.146,"Pass"
22,8.9554,0,2,"0","0","0",4.369,"Pass"
25,6.7193,1,1,"0","0","0",2.387,"Pass"
23,7.9022,0,1,"0","0","0",2.977,"Pass"
21,7.7709,0,1,"0","0","1",3.021,"Pass"
27,7.5944,1,1,"1","0","0",2.792,"Pass"
28,8.7284,1,0,"0","0","0",4.08,"Pass"
22,8.1441,0,2,"0","1","0",2.723,"Pass"
28,4.8248,1,0,"0","0","0",1.514,"Fail"
24,7.0862,0,0,"0","0","1",2.376,"Pass"
19,5.2628,0,0,"0","1","0",1.552,"Fail"
40,9.1533,4,1,"0","0","0",3.323,"Pass"
23,6.6227,0,0,"0","0","0",2.253,"Pass"
37,6.6482,1,1,"0","0","0",2.255,"Pass"
26,5.7087,0,0,"0","0","0",1.822,"Fail"
23,5.6653,0,1,"0","0","0",1.737,"Fail"
25,6.2141,0,0,"0","0","0",1.976,"Fail"
27,6.6406,0,0,"0","0","0",2.206,"Pass"
24,8.1652,0,3,"0","1","1",2.716,"Pass"
22,6.6538,0,2,"1","0","0",2.128,"Pass"
29,6.7001,1,1,"0","0","0",2.201,"Pass"
28,6.4338,1,0,"0","0","0",2.196,"Pass"
26,6.5388,1,0,"0","1","0",2.254,"Pass"
32,7.671,1,2,"0","0","0",2.844,"Pass"
29,9.5532,2,3,"0","1","0",2.907,"Pass"
25,8.4781,0,0,"0","0","1",3.758,"Pass"
22,6.8122,0,0,"0","0","0",2.243,"Pass"
22,8.3716,0,3,"0","1","0",2.994,"Pass"
